abs_scu_id,scu_label,abs_sent_id,text,text_spans,year,filepath,multi_sent,topic,w_overlap
2010~!~D1045-B-CEFH~!~1~!~SCU,Chinese sent group to study Songhua River pollution,2010~!~D1045-B-CEFH~!~2529~!~0,A high level Chinese work group left Beijing on Nov. 26 to investigate Songhua River pollution.,high level Chinese work group left Beijing on Nov. 26 to investigate Songhua River pollution,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1045-B-CEFH.pyr,False,D1045-B-CEFH,5
2010~!~D1045-B-CEFH~!~1~!~SCU,Chinese sent group to study Songhua River pollution,2010~!~D1045-B-CEFH~!~2529~!~1,Representatives of eight government departments went to Harbin to investigate the pollution caused by the blast.,Representatives of eight government departments went to Harbin to investigate the pollution caused by the blast,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1045-B-CEFH.pyr,False,D1045-B-CEFH,1
2010~!~D1045-B-CEFH~!~1~!~SCU,Chinese sent group to study Songhua River pollution,2010~!~D1045-B-CEFH~!~2529~!~2,A central government work group went to Harbin to investigate and possibly issue punishments.,A central government work group went to Harbin to investigate,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1045-B-CEFH.pyr,False,D1045-B-CEFH,1
2010~!~D1045-B-CEFH~!~1~!~SCU,Chinese sent group to study Songhua River pollution,2010~!~D1045-B-CEFH~!~2525~!~1,China sent two working groups to study the Songhua River pollution and ordered two additional reservoirs to release water.,China sent two working groups to study the Songhua River pollution,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1045-B-CEFH.pyr,False,D1045-B-CEFH,6
2010~!~D1045-B-CEFH~!~3~!~SCU,environmental awareness is rising in China,2010~!~D1045-B-CEFH~!~2530~!~0,"Environmental awareness is rising in China, following the chemical plant explosion on the Songhua River.",Environmental awareness is rising in China,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1045-B-CEFH.pyr,False,D1045-B-CEFH,4
2010~!~D1045-B-CEFH~!~3~!~SCU,environmental awareness is rising in China,2010~!~D1045-B-CEFH~!~2530~!~1,On the positive side the Songhua River catastrophe has focused Chinese public attention on environmental protection.,the Songhua River catastrophe has focused Chinese public attention on environmental protection,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1045-B-CEFH.pyr,False,D1045-B-CEFH,1
2010~!~D1045-B-CEFH~!~3~!~SCU,environmental awareness is rising in China,2010~!~D1045-B-CEFH~!~2530~!~2,The Songhua disaster was seen as a catalyst for change.,The Songhua disaster was seen as a catalyst for change,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1045-B-CEFH.pyr,False,D1045-B-CEFH,0
2009~!~D0924-B-ADEF~!~14~!~SCU,Celebrex clinical trial was halted after researchers found risks similar to Vioxx's,2009~!~D0924-B-ADEF~!~2550~!~0,A Celebrex clinical trial was halted after researchers found risks similar to Vioxx's. ,Celebrex clinical trial was halted after researchers found risks similar to Vioxx's,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0924-B-ADEF.pyr,False,D0924-B-ADEF,9
2009~!~D0924-B-ADEF~!~14~!~SCU,Celebrex clinical trial was halted after researchers found risks similar to Vioxx's,2009~!~D0924-B-ADEF~!~2550~!~1,"A clinical trial of Celebrex, a drug similar to Vioxx, was shut down when researchers found increased risk of heart disease and stroke A Senate Committee heard testimony that Merck and the FDA were aware of the Vioxx risks before the drug was approved.","A clinical trial of Celebrex, a drug similar to Vioxx, was shut down when researchers found increased risk of heart disease and stroke",2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0924-B-ADEF.pyr,False,D0924-B-ADEF,7
2009~!~D0924-B-ADEF~!~1~!~SCU,The SEC studied Merck's handling of Vioxx,2009~!~D0924-B-ADEF~!~2555~!~0,The SEC and the Justice Department studied Merck's handling of Vioxx.,The SEC...studied Merck's handling of Vioxx,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0924-B-ADEF.pyr,False,D0924-B-ADEF,5
2009~!~D0924-B-ADEF~!~1~!~SCU,The SEC studied Merck's handling of Vioxx,2009~!~D0924-B-ADEF~!~2555~!~1,Merck is the subject of a Justice Department criminal investigation and an SEC inquiry.,and an SEC inquiry,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0924-B-ADEF.pyr,False,D0924-B-ADEF,2
2009~!~D0924-B-ADEF~!~1~!~SCU,The SEC studied Merck's handling of Vioxx,2009~!~D0924-B-ADEF~!~2555~!~2,The U.S. Securities and Exchange Commission and the Justice Department began investigations of Merck's handling of the drug.,The U.S. Securities and Exchange Commission...Department began investigations of Merck's handling of the drug,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0924-B-ADEF.pyr,False,D0924-B-ADEF,2
2009~!~D0924-B-ADEF~!~1~!~SCU,The SEC studied Merck's handling of Vioxx,2009~!~D0924-B-ADEF~!~2555~!~3,The SEC and Justice Department instituted civil and criminal investigations into Merck's handling of Vioxx.,The SEC...instituted civil and criminal investigations into Merck's handling of Vioxx,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0924-B-ADEF.pyr,False,D0924-B-ADEF,4
2009~!~D0924-B-ADEF~!~9~!~SCU,The New York state pension fund filed a lawsuit against Merck,2009~!~D0924-B-ADEF~!~2556~!~0,The New York state pension fund filed a lawsuit against Merck.,The New York state pension fund filed a lawsuit against Merck,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0924-B-ADEF.pyr,False,D0924-B-ADEF,8
2009~!~D0924-B-ADEF~!~9~!~SCU,The New York state pension fund filed a lawsuit against Merck,2009~!~D0924-B-ADEF~!~2546~!~0,New York State's pension fund lost $171 million and filed suit against Merck for misleading shareholders.,New York State's pension fund...filed suit against Merck,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0924-B-ADEF.pyr,False,D0924-B-ADEF,7
2009~!~D0924-B-ADEF~!~2~!~SCU,Justice Department studied Merck's handling of Vioxx,2009~!~D0924-B-ADEF~!~2555~!~0,The SEC and the Justice Department studied Merck's handling of Vioxx.,Justice Department studied Merck's handling of Vioxx,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0924-B-ADEF.pyr,False,D0924-B-ADEF,6
2009~!~D0924-B-ADEF~!~2~!~SCU,Justice Department studied Merck's handling of Vioxx,2009~!~D0924-B-ADEF~!~2555~!~2,The U.S. Securities and Exchange Commission and the Justice Department began investigations of Merck's handling of the drug.,Justice Department began investigations of Merck's handling of the drug,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0924-B-ADEF.pyr,False,D0924-B-ADEF,4
2009~!~D0924-B-ADEF~!~2~!~SCU,Justice Department studied Merck's handling of Vioxx,2009~!~D0924-B-ADEF~!~2555~!~1,Merck is the subject of a Justice Department criminal investigation and an SEC inquiry.,Merck is the subject of a Justice Department criminal investigation,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0924-B-ADEF.pyr,False,D0924-B-ADEF,3
2009~!~D0924-B-ADEF~!~2~!~SCU,Justice Department studied Merck's handling of Vioxx,2009~!~D0924-B-ADEF~!~2555~!~3,The SEC and Justice Department instituted civil and criminal investigations into Merck's handling of Vioxx.,Justice Department instituted civil and criminal investigations into Merck's handling of Vioxx,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0924-B-ADEF.pyr,False,D0924-B-ADEF,5
2010~!~D1036-B-ABFG~!~25~!~SCU,Dioxin is a poor choice for murder,2010~!~D1036-B-ABFG~!~2634~!~0,"If the intent was murder, dioxin was a bad choice, though Yushchenko could suffer its effects for years.","If the intent was murder, dioxin was a bad choice",2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1036-B-ABFG.pyr,False,D1036-B-ABFG,3
2010~!~D1036-B-ABFG~!~25~!~SCU,Dioxin is a poor choice for murder,2010~!~D1036-B-ABFG~!~2634~!~1,French toxicologists wondered why dioxin was used because it is a slow killer.,French toxicologists wondered why dioxin was used because it is a slow killer,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1036-B-ABFG.pyr,False,D1036-B-ABFG,1
2010~!~D1036-B-ABFG~!~25~!~SCU,Dioxin is a poor choice for murder,2010~!~D1036-B-ABFG~!~2634~!~2,"Toxicologists say dioxin was a poor choice if the aim was to kill though it can sicken and disfigure, which it has done.",Toxicologists say dioxin was a poor choice if the aim was to kill...though it can sicken and disfigure,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1036-B-ABFG.pyr,False,D1036-B-ABFG,3
2010~!~D1036-B-ABFG~!~25~!~SCU,Dioxin is a poor choice for murder,2010~!~D1036-B-ABFG~!~2634~!~3,"This poison will disfigure and sicken a victim, but not kill quickly.","This poison will disfigure and sicken a victim, but not kill quickly",2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1036-B-ABFG.pyr,False,D1036-B-ABFG,0
2010~!~D1036-B-ABFG~!~22~!~SCU,Theories abound on Yushchenko's poisoning,2010~!~D1036-B-ABFG~!~2638~!~0,Theories abound surrounding Yushchenko's poisoning.,Theories abound surrounding Yushchenko's poisoning,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1036-B-ABFG.pyr,False,D1036-B-ABFG,4
2010~!~D1036-B-ABFG~!~22~!~SCU,Theories abound on Yushchenko's poisoning,2010~!~D1036-B-ABFG~!~2638~!~1,"Theories abound on who poisoned Yushchenko, when, where and why.","Theories abound on who poisoned Yushchenko, when, where and why",2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1036-B-ABFG.pyr,False,D1036-B-ABFG,2
2010~!~D1036-B-ABFG~!~22~!~SCU,Theories abound on Yushchenko's poisoning,2010~!~D1036-B-ABFG~!~2638~!~2,Speculation grew on who poisoned Victor Yushchenko.,Speculation grew on who poisoned Victor Yushchenko,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1036-B-ABFG.pyr,False,D1036-B-ABFG,0
2010~!~D1036-B-ABFG~!~30~!~SCU,Yushchenko suggested dioxin not from Ukraine,2010~!~D1036-B-ABFG~!~2641~!~2,Some questioned Russia's involvement because Putin favored Yushchenko's opponent and Yushchenko himself suggested that the dioxin came from outside Ukraine.,Yushchenko himself suggested that the dioxin came from outside Ukraine,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1036-B-ABFG.pyr,False,D1036-B-ABFG,4
2010~!~D1036-B-ABFG~!~30~!~SCU,Yushchenko suggested dioxin not from Ukraine,2010~!~D1036-B-ABFG~!~2651~!~1,Yushchenko said he is not accusing Smeshko or his secret services and recently suggested the dioxin may have come from outside the country.,Yushchenko...suggested the dioxin may have come from outside the country,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1036-B-ABFG.pyr,False,D1036-B-ABFG,3
2008~!~D0835-B-ADFG~!~1~!~SCU,Congress has launched an undercover probe,2008~!~D0835-B-ADFG~!~2732~!~0,Congress has launched an undercover probe into illegal steroid use in major league baseball.,Congress has launched an undercover probe into illegal steroid use in major league baseball,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0835-B-ADFG.pyr,False,D0835-B-ADFG,4
2008~!~D0835-B-ADFG~!~1~!~SCU,Congress has launched an undercover probe,2008~!~D0835-B-ADFG~!~2732~!~1,Congressional hearings and an undercover probe investigating illegal steroid use in Major League Baseball and other sports continues.,Congressional hearings and an undercover probe investigating illegal steroid use in Major League Baseball,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0835-B-ADFG.pyr,False,D0835-B-ADFG,2
2008~!~D0835-B-ADFG~!~1~!~SCU,Congress has launched an undercover probe,2008~!~D0835-B-ADFG~!~2732~!~2,Congress launched an undercover probe into illegal steroid use in Major League Baseball.,Congress launched an undercover probe into illegal steroid use in Major League Baseball,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0835-B-ADFG.pyr,False,D0835-B-ADFG,4
2008~!~D0835-B-ADFG~!~1~!~SCU,Congress has launched an undercover probe,2008~!~D0835-B-ADFG~!~2732~!~3,Congress also launched an undercover probe.,Congress also launched an undercover probe,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0835-B-ADFG.pyr,False,D0835-B-ADFG,4
2008~!~D0835-B-ADFG~!~9~!~SCU,Suspensions will be increased to 100 for a second offense,2008~!~D0835-B-ADFG~!~2735~!~2,"Suspensions will be increased to 50 games for a first offense, 100 for a second, and a lifetime ban for the third.","Suspensions will be increased to 50 games for a first offense, 100 for a second",2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0835-B-ADFG.pyr,False,D0835-B-ADFG,5
2008~!~D0835-B-ADFG~!~9~!~SCU,Suspensions will be increased to 100 for a second offense,2008~!~D0835-B-ADFG~!~2737~!~2,"A second offense would result in a 100-day suspension and a third, a lifetime ban.",A second offense would result in a 100-day suspension,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0835-B-ADFG.pyr,False,D0835-B-ADFG,4
2008~!~D0835-B-ADFG~!~9~!~SCU,Suspensions will be increased to 100 for a second offense,2008~!~D0835-B-ADFG~!~2735~!~3,"Bud Selig proposed a 50-game suspension for first offenders, 100-game suspension for second, and lifetime ban for third.",100-game suspension for second,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0835-B-ADFG.pyr,False,D0835-B-ADFG,3
2008~!~D0848-B-DEGH~!~2~!~SCU,Turkish intellectuals demanded that Turkey change the laws limiting freedom of expression.,2008~!~D0848-B-DEGH~!~2766~!~0,Turkish intellectuals and EU officials demanded that Turkey change the laws that limit freedom of expression.,Turkish intellectuals and EU officials demanded that Turkey change the laws that limit freedom of expression,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0848-B-DEGH.pyr,False,D0848-B-DEGH,9
2008~!~D0848-B-DEGH~!~2~!~SCU,Turkish intellectuals demanded that Turkey change the laws limiting freedom of expression.,2008~!~D0848-B-DEGH~!~2767~!~1,A group of 169 Turkish intellectuals asked the government to scrap laws that limit freedom of expression and interfere with Turkey's democratic process.,group of 169 Turkish intellectuals asked the government to scrap laws that limit freedom of expression,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0848-B-DEGH.pyr,False,D0848-B-DEGH,7
2008~!~D0848-B-DEGH~!~2~!~SCU,Turkish intellectuals demanded that Turkey change the laws limiting freedom of expression.,2008~!~D0848-B-DEGH~!~2761~!~0,"Turkish intellectuals, the EU, and most of the West called on Turkey's government to scrap laws limiting freedom of expression.","Turkish intellectuals, the EU, and most of the West called on Turkey's government to scrap laws limiting freedom of expression",2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0848-B-DEGH.pyr,False,D0848-B-DEGH,7
2008~!~D0848-B-DEGH~!~5~!~SCU,Turkey's Justice Ministry sent Pamuk's case back to the Istanbul court.,2008~!~D0848-B-DEGH~!~2768~!~0,"To avoid an EU confrontation, Turkey's justice minister sent Pamuk's case back to the local Istanbul court, which then dropped the charges on a technicality.",Turkey's justice minister sent Pamuk's case back to the local Istanbul court,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0848-B-DEGH.pyr,False,D0848-B-DEGH,7
2008~!~D0848-B-DEGH~!~5~!~SCU,Turkey's Justice Ministry sent Pamuk's case back to the Istanbul court.,2008~!~D0848-B-DEGH~!~2764~!~0,The Justice Ministry had refused to issue an approval of the prosecution and told the Istanbul court that it should determine whether to proceed.,The Justice Ministry...told the Istanbul court that it should determine whether to proceed,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0848-B-DEGH.pyr,False,D0848-B-DEGH,4
2010~!~D1019-B-CDFH~!~24~!~SCU,Hostages were held in Philippine Sulu Province,2010~!~D1019-B-CDFH~!~2802~!~0,"On April 26, 2000 Philippine Defense Secretary Orlando Mercado confirmed the hostages' location in Sula Province and that Abu Sayyaf participated in the abduction.",Philippine Defense Secretary Orlando Mercado confirmed the hostages' location in Sula Province,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1019-B-CDFH.pyr,False,D1019-B-CDFH,3
2010~!~D1019-B-CDFH~!~24~!~SCU,Hostages were held in Philippine Sulu Province,2010~!~D1019-B-CDFH~!~2802~!~1,"Philippine officials confirmed the hostages kidnapped from the Malaysian island Sipadan were being held somewhere on the Philippine island of Sulu by the Abu Sayyaf group, who was demanding a $2.4 million ransom.",Philippine officials confirmed the hostages kidnapped from the Malaysian island Sipadan were being held somewhere on the Philippine island of Sulu,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1019-B-CDFH.pyr,False,D1019-B-CDFH,4
2010~!~D1019-B-CDFH~!~24~!~SCU,Hostages were held in Philippine Sulu Province,2010~!~D1019-B-CDFH~!~2802~!~2,"Eight days after the abduction, rebels allowed a doctor and several journalists to visit the hostages, held on a southwest Philippine island by 50 or more gunmen.",held on a southwest Philippine island,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1019-B-CDFH.pyr,False,D1019-B-CDFH,3
2010~!~D1019-B-CDFH~!~24~!~SCU,Hostages were held in Philippine Sulu Province,2010~!~D1019-B-CDFH~!~2802~!~3,Hostages are held by 40-50 gunmen in Talipao in Sulu Province.,Hostages are held...in Talipao in Sulu Province,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1019-B-CDFH.pyr,False,D1019-B-CDFH,4
2010~!~D1019-B-CDFH~!~31~!~SCU,Abu Sayyaf threatened to behead hostages,2010~!~D1019-B-CDFH~!~2809~!~0,Abu Sayyaf rejected Nur Misuari and threatened to behead some of the hostages.,Abu Sayyaf...threatened to behead some of the hostages,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1019-B-CDFH.pyr,False,D1019-B-CDFH,5
2010~!~D1019-B-CDFH~!~31~!~SCU,Abu Sayyaf threatened to behead hostages,2010~!~D1019-B-CDFH~!~2809~!~1,Kidnappers threaten to behead hostages if MNLF head Nur Misuari isn't replaced as negotiator.,Kidnappers threaten to behead hostages,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1019-B-CDFH.pyr,False,D1019-B-CDFH,3
2010~!~D1019-B-CDFH~!~30~!~SCU,Abu Sayyaf rejected Nur Misuari as negotiator,2010~!~D1019-B-CDFH~!~2809~!~0,Abu Sayyaf rejected Nur Misuari and threatened to behead some of the hostages.,Abu Sayyaf rejected Nur Misuari,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1019-B-CDFH.pyr,False,D1019-B-CDFH,5
2010~!~D1019-B-CDFH~!~30~!~SCU,Abu Sayyaf rejected Nur Misuari as negotiator,2010~!~D1019-B-CDFH~!~2809~!~1,Kidnappers threaten to behead hostages if MNLF head Nur Misuari isn't replaced as negotiator.,Kidnappers threaten to behead hostages if MNLF head Nur Misuari isn't replaced as negotiator,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1019-B-CDFH.pyr,False,D1019-B-CDFH,3
2010~!~D1019-B-CDFH~!~28~!~SCU,Nur Misuari appointed as the government's negotiator,2010~!~D1019-B-CDFH~!~2805~!~1,"President Joseph Estrada appointed Nur Misuari, governor of the Autonomous Region in Muslim Mindanao, as the government's negotiator with the kidnappers who were demanding U.S.$2.4 million in ransom.","President Joseph Estrada appointed Nur Misuari, governor of the Autonomous Region in Muslim Mindanao, as the government's negotiator",2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1019-B-CDFH.pyr,False,D1019-B-CDFH,5
2010~!~D1019-B-CDFH~!~28~!~SCU,Nur Misuari appointed as the government's negotiator,2010~!~D1019-B-CDFH~!~2820~!~0,"The Philippine Government was negotiating for their release, refusing a rebel demand for direct negotiations with the captives' countries.",The Philippine Government was negotiating for their release,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1019-B-CDFH.pyr,False,D1019-B-CDFH,1
2010~!~D1019-B-CDFH~!~28~!~SCU,Nur Misuari appointed as the government's negotiator,2010~!~D1019-B-CDFH~!~2809~!~1,Kidnappers threaten to behead hostages if MNLF head Nur Misuari isn't replaced as negotiator.,Nur Misuari...negotiator,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1019-B-CDFH.pyr,False,D1019-B-CDFH,3
2009~!~D0923-B-CDEG~!~21~!~SCU,States blasted the bill because it placed a burden on them,2009~!~D0923-B-CDEG~!~2846~!~0,States blasted the bill because it placed a large burden on them and worker training requirements.,States blasted the bill because it placed a large burden on them,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0923-B-CDEG.pyr,False,D0923-B-CDEG,5
2009~!~D0923-B-CDEG~!~21~!~SCU,States blasted the bill because it placed a burden on them,2009~!~D0923-B-CDEG~!~2837~!~0,"States are finding the financial, logistical and technical demands of the law daunting.","States are finding the financial, logistical and technical demands of the law daunting",2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0923-B-CDEG.pyr,False,D0923-B-CDEG,1
2009~!~D0923-B-CDEG~!~7~!~SCU,Mexico's president condemned the Real ID Act,2009~!~D0923-B-CDEG~!~2852~!~0,Vicente Fox has condemned the measure.,Vicente Fox has condemned the measure,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0923-B-CDEG.pyr,False,D0923-B-CDEG,1
2009~!~D0923-B-CDEG~!~7~!~SCU,Mexico's president condemned the Real ID Act,2009~!~D0923-B-CDEG~!~2852~!~1,"Mexico's president condemned the Real ID Act, including provisions for the construction of a wall along the common border.","Mexico's president condemned the Real ID Act, including...construction of a wall along the common border",2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0923-B-CDEG.pyr,False,D0923-B-CDEG,6
2009~!~D0923-B-CDEG~!~18~!~SCU,Real ID Act bans drivers' licenses for illegal aliens,2009~!~D0923-B-CDEG~!~2856~!~0,"The Real ID Act restricts asylum, bans drivers' licenses for illegal aliens and allows for construction of a wall along the Mexican border near San Diego which may cause harm to the Tijuana estuary.",Real ID Act...bans drivers' licenses for illegal aliens,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0923-B-CDEG.pyr,False,D0923-B-CDEG,8
2009~!~D0923-B-CDEG~!~18~!~SCU,Real ID Act bans drivers' licenses for illegal aliens,2009~!~D0923-B-CDEG~!~2851~!~0,"The Real ID Act, enacted in May 2005, required that in three years states determine whether driver's license applicants are in the country legally.",Real ID Act...required...states determine whether driver's license applicants are in the country legally,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0923-B-CDEG.pyr,False,D0923-B-CDEG,5
2009~!~D0935-A-EFGH~!~5~!~SCU,The team will play at RFK stadium,2009~!~D0935-A-EFGH~!~2881~!~0,The team will play at RFK stadium for its first three seasons.,The team will play at RFK stadium,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0935-A-EFGH.pyr,False,D0935-A-EFGH,4
2009~!~D0935-A-EFGH~!~5~!~SCU,The team will play at RFK stadium,2009~!~D0935-A-EFGH~!~2881~!~1,"The team, renamed the Nationals, will play in RFK Stadium until a city-financed, $500-million stadium is completed for the 2008 season.",will play in RFK Stadium,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0935-A-EFGH.pyr,False,D0935-A-EFGH,4
2009~!~D0935-A-EFGH~!~5~!~SCU,The team will play at RFK stadium,2009~!~D0935-A-EFGH~!~2881~!~2,The new Washington Nationals would play in RFK Stadium until the new ballpark could be built.,Nationals would play in RFK Stadium,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0935-A-EFGH.pyr,False,D0935-A-EFGH,3
2009~!~D0935-A-EFGH~!~5~!~SCU,The team will play at RFK stadium,2009~!~D0935-A-EFGH~!~2881~!~3,The first three seasons the team would play at RFK Stadium.,the team would play at RFK Stadium,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0935-A-EFGH.pyr,False,D0935-A-EFGH,4
2009~!~D0935-A-EFGH~!~9~!~SCU,Baltimore Orioles owner opposed bringing baseball to Washington,2009~!~D0935-A-EFGH~!~2873~!~1,Baltimore Orioles owner Peter Angelos opposed bringing baseball to Washington. ,Baltimore Orioles owner Peter Angelos opposed bringing baseball to Washington,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0935-A-EFGH.pyr,False,D0935-A-EFGH,7
2009~!~D0935-A-EFGH~!~9~!~SCU,Baltimore Orioles owner opposed bringing baseball to Washington,2009~!~D0935-A-EFGH~!~2873~!~0,Baltimore Orioles owner Peter Angelos claimed a monopoly on regional baseball broadcasting.,Baltimore Orioles owner Peter Angelos claimed a monopoly on regional baseball broadcasting,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0935-A-EFGH.pyr,False,D0935-A-EFGH,4
2009~!~D0935-A-EFGH~!~9~!~SCU,Baltimore Orioles owner opposed bringing baseball to Washington,2009~!~D0935-A-EFGH~!~2884~!~2,The Orioles owner continues to threaten litigation. ,The Orioles owner continues to threaten litigation,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0935-A-EFGH.pyr,False,D0935-A-EFGH,2
2009~!~D0935-A-EFGH~!~13~!~SCU,The first regular season game in Washington will be April 14,2009~!~D0935-A-EFGH~!~2888~!~0,They will play the first game in Washington on April 3 and the first regular season game there on the 14th.,first regular season game there on the 14th,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0935-A-EFGH.pyr,False,D0935-A-EFGH,5
2009~!~D0935-A-EFGH~!~13~!~SCU,The first regular season game in Washington will be April 14,2009~!~D0935-A-EFGH~!~2888~!~1,The first regular season home game will be on April 14.,The first regular season home game will be on April 14,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0935-A-EFGH.pyr,False,D0935-A-EFGH,5
2009~!~D0935-A-EFGH~!~31~!~SCU,An agreement was reached for a 400+ million-dollar stadium,2009~!~D0935-A-EFGH~!~2877~!~0,An agreement was reached on 22 December for a 400-million-dollar stadium.,An agreement was reached on 22 December for a 400-million-dollar stadium,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0935-A-EFGH.pyr,False,D0935-A-EFGH,6
2009~!~D0935-A-EFGH~!~31~!~SCU,An agreement was reached for a 400+ million-dollar stadium,2009~!~D0935-A-EFGH~!~2881~!~1,"The team, renamed the Nationals, will play in RFK Stadium until a city-financed, $500-million stadium is completed for the 2008 season.","a city-financed, $500-million stadium",2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0935-A-EFGH.pyr,False,D0935-A-EFGH,2
2009~!~D0935-A-EFGH~!~30~!~SCU,An agreement was reached on financing the stadium,2009~!~D0935-A-EFGH~!~2877~!~0,An agreement was reached on 22 December for a 400-million-dollar stadium.,An agreement was reached...for a 400-million-dollar stadium,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0935-A-EFGH.pyr,False,D0935-A-EFGH,3
2009~!~D0935-A-EFGH~!~30~!~SCU,An agreement was reached on financing the stadium,2009~!~D0935-A-EFGH~!~2874~!~2,Settlement of a financing plan for a new ballpark led to the approval of the move of The Expos to DC.,Settlement of a financing plan,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0935-A-EFGH.pyr,False,D0935-A-EFGH,1
