worker_id,assignment_id,abs_scu_id,abs_sent_id_1,text_1_html,text_2_html,text_1,prev_text_sent_id_1,prev_text_1,abs_sent_id_2,text_2,prev_text_sent_id_2,prev_text_2,year,topic,source,source-doc_1,source-doc_2,source-data,key,alignments
Z2O,36W0OB37HWFB88F06IFPBZPTMNHZHN,,val3638~!~val3638.txt~!~3962,"A weird development in the investigation of the alleged robbery of Ryan Lochte and three others US swimmers in Rio : A judge there on Wednesday <strong>ordered</strong> the passports of Lochte and fellow swimmer James Feigen <strong>seized</strong> , <strong>reports</strong> the AP .","JUST <strong><strong>WATCH</strong>ED</strong> USOC : Ryan Lochte , 3 other US swimmers <strong><strong>robbed</strong></strong> in Rio Replay More Videos ... MUST <strong>WATCH</strong> USOC : Ryan Lochte , 3 other US swimmers <strong><strong>robbed</strong></strong> in Rio 01:43","A weird development in the investigation of the alleged robbery of Ryan Lochte and three others US swimmers in Rio: A judge there on Wednesday ordered the passports of Lochte and fellow swimmer James Feigen seized, reports the AP.",,------------------,val3638~!~1.txt~!~21662,"JUST WATCHED USOC: Ryan Lochte, 3 other US swimmers robbed in Rio Replay More Videos ... MUST WATCH USOC: Ryan Lochte, 3 other US swimmers robbed in Rio 01:43",,"American swimmers Gunnar Bentz and Jack Conger have left the Rio airport after being pulled off their plane for questioning, according to a statement from the Untied States Olympic Committee.",,val3638,sum-doc,,,silver-dev,val3638~!~1.txt~!~21662~!~val3638~!~val3638.txt~!~3962,{}
ROG,3IUZPWIU1O8YG3B31GYFPNB3X3VKW2,,val3638~!~val3638.txt~!~3962,"A weird development in the investigation of the alleged robbery of Ryan Lochte and three others US swimmers in Rio : A judge there on Wednesday <strong>ordered</strong> the passports of Lochte and fellow swimmer James Feigen <strong>seized</strong> , <strong>reports</strong> the AP .","JUST <strong><strong>WATCH</strong>ED</strong> USOC : Ryan Lochte , 3 other US swimmers <strong><strong>robbed</strong></strong> in Rio Replay More Videos ... MUST <strong>WATCH</strong> USOC : Ryan Lochte , 3 other US swimmers <strong><strong>robbed</strong></strong> in Rio 01:43","A weird development in the investigation of the alleged robbery of Ryan Lochte and three others US swimmers in Rio: A judge there on Wednesday ordered the passports of Lochte and fellow swimmer James Feigen seized, reports the AP.",,------------------,val3638~!~1.txt~!~21662,"JUST WATCHED USOC: Ryan Lochte, 3 other US swimmers robbed in Rio Replay More Videos ... MUST WATCH USOC: Ryan Lochte, 3 other US swimmers robbed in Rio 01:43",,"American swimmers Gunnar Bentz and Jack Conger have left the Rio airport after being pulled off their plane for questioning, according to a statement from the Untied States Olympic Committee.",,val3638,sum-doc,,,silver-dev,val3638~!~1.txt~!~21662~!~val3638~!~val3638.txt~!~3962,{}
ROG,3EICBYG644XURLZG24Y2CE4NQ2RCJ8,,MultiNews_val8~!~2_parsed.txt~!~52,"<strong>Missed</strong> deadlines Campbell , who is <strong>suing</strong> for Magic Leap for sex discrimination , retaliation and hostile work environment , <strong>connects</strong> the lack of women in Magic Leap 's leadership and engineering department with claims of <strong>missed</strong> internal deadlines .","Ultimately , these workplace problems , the lawsuit <strong>reads</strong> , "" <strong>renders</strong> it so dysfunctional it <strong>continues</strong> to <strong>delay</strong> the launch of a product that <strong>attracted</strong> billions of investment dollars . ""","Missed deadlines Campbell, who is suing for Magic Leap for sex discrimination, retaliation and hostile work environment, connects the lack of women in Magic Leap's leadership and engineering department with claims of missed internal deadlines.",,Magic Leap did not immediately return requests for comment.,MultiNews_val8~!~3_parsed.txt~!~48,"Ultimately, these workplace problems, the lawsuit reads, ""renders it so dysfunctional it continues to delay the launch of a product that attracted billions of investment dollars.""",,"The company is accused of violating the Title VII of the Civil Rights Act of 1964, which prohibits employers from discriminating against employees on the basis of sex, race, color, national origin and religion.",,MultiNews_val8,doc-doc,,,gold-dev,MultiNews_val8~!~2_parsed.txt~!~52~!~MultiNews_val8~!~3_parsed.txt~!~48,{}
9RS,3QIYRE09Y3I6N8G3151AOP2DVP81NE,,MultiNews_val8~!~2_parsed.txt~!~52,"<strong>Missed</strong> deadlines Campbell , who is <strong>suing</strong> for Magic Leap for sex discrimination , retaliation and hostile work environment , <strong>connects</strong> the lack of women in Magic Leap 's leadership and engineering department with claims of <strong>missed</strong> internal deadlines .","Ultimately , these workplace problems , the lawsuit <strong>reads</strong> , "" <strong>renders</strong> it so dysfunctional it <strong>continues</strong> to <strong>delay</strong> the launch of a product that <strong>attracted</strong> billions of investment dollars . ""","Missed deadlines Campbell, who is suing for Magic Leap for sex discrimination, retaliation and hostile work environment, connects the lack of women in Magic Leap's leadership and engineering department with claims of missed internal deadlines.",,Magic Leap did not immediately return requests for comment.,MultiNews_val8~!~3_parsed.txt~!~48,"Ultimately, these workplace problems, the lawsuit reads, ""renders it so dysfunctional it continues to delay the launch of a product that attracted billions of investment dollars.""",,"The company is accused of violating the Title VII of the Civil Rights Act of 1964, which prohibits employers from discriminating against employees on the basis of sex, race, color, national origin and religion.",,MultiNews_val8,doc-doc,,,gold-dev,MultiNews_val8~!~2_parsed.txt~!~52~!~MultiNews_val8~!~3_parsed.txt~!~48,{}
9RS,3180JW2OT4D9S0Q1NUBUY8YDYD15J9,,MultiNews_test24~!~test24_parsed~!~10,This winter 's flooding in Northern California has <strong>done</strong> more than <strong>bring</strong> relief after years of drought ; it 's <strong>created</strong> the prospect of the best gold prospecting in 20 years .,"JAMESTOWN , Tuolumne County ( KPIX 5 ) - Weeks of rainy weather across Northern California and the storm runoff through the hills of gold country have <strong>triggered</strong> a new gold rush .",This winter's flooding in Northern California has done more than bring relief after years of drought; it's created the prospect of the best gold prospecting in 20 years.,,------------------,MultiNews_test24~!~2_parsed.txt~!~12,"JAMESTOWN, Tuolumne County (KPIX 5) - Weeks of rainy weather across Northern California and the storm runoff through the hills of gold country have triggered a new gold rush.",,------------------,,MultiNews_test24,sum-doc,,,gold-test,MultiNews_test24~!~2_parsed.txt~!~12~!~MultiNews_test24~!~test24_parsed~!~10,"[{'sent1': [['MultiNews_test24~!~test24_parsed~!~10~!~20~!~created~!~8698', 'What has something created? - the prospect of the best gold prospecting in 20 years', 'created']], 'sent2': [['MultiNews_test24~!~2_parsed.txt~!~12~!~27~!~triggered~!~10297', 'What was triggered? - a new gold rush', 'triggered']]}, {'sent1': [['MultiNews_test24~!~test24_parsed~!~10~!~20~!~created~!~8699', 'Where has something created something? - in Northern California', 'created']], 'sent2': [['MultiNews_test24~!~2_parsed.txt~!~12~!~27~!~triggered~!~16860', 'Where was something triggered? - across Northern California', 'triggered']]}, {'sent1': [['MultiNews_test24~!~test24_parsed~!~10~!~20~!~created~!~16298', 'What has created something? - flooding', 'created']], 'sent2': [['MultiNews_test24~!~2_parsed.txt~!~12~!~27~!~triggered~!~16855', 'How was something triggered? - the storm runoff', 'triggered']]}]"
ROG,3A4TN5196KJY0F4QE4VH01O8DAPHCA,,MultiNews_test24~!~test24_parsed~!~10,This winter 's flooding in Northern California has <strong>done</strong> more than <strong>bring</strong> relief after years of drought ; it 's <strong>created</strong> the prospect of the best gold prospecting in 20 years .,"JAMESTOWN , Tuolumne County ( KPIX 5 ) - Weeks of rainy weather across Northern California and the storm runoff through the hills of gold country have <strong>triggered</strong> a new gold rush .",This winter's flooding in Northern California has done more than bring relief after years of drought; it's created the prospect of the best gold prospecting in 20 years.,,------------------,MultiNews_test24~!~2_parsed.txt~!~12,"JAMESTOWN, Tuolumne County (KPIX 5) - Weeks of rainy weather across Northern California and the storm runoff through the hills of gold country have triggered a new gold rush.",,------------------,,MultiNews_test24,sum-doc,,,gold-test,MultiNews_test24~!~2_parsed.txt~!~12~!~MultiNews_test24~!~test24_parsed~!~10,"[{'sent1': [['MultiNews_test24~!~test24_parsed~!~10~!~20~!~created~!~8698', 'What has something created? - the prospect of the best gold prospecting in 20 years', 'created']], 'sent2': [['MultiNews_test24~!~2_parsed.txt~!~12~!~27~!~triggered~!~10297', 'What was triggered? - a new gold rush', 'triggered']]}, {'sent1': [['MultiNews_test24~!~test24_parsed~!~10~!~20~!~created~!~8699', 'Where has something created something? - in Northern California', 'created']], 'sent2': [['MultiNews_test24~!~2_parsed.txt~!~12~!~27~!~triggered~!~16860', 'Where was something triggered? - across Northern California', 'triggered']]}, {'sent1': [['MultiNews_test24~!~test24_parsed~!~10~!~20~!~created~!~16298', 'What has created something? - flooding', 'created']], 'sent2': [['MultiNews_test24~!~2_parsed.txt~!~12~!~27~!~triggered~!~16855', 'How was something triggered? - the storm runoff', 'triggered']]}]"
Z2O,3KMS4QQVK2RW5HP8BROFLZP321PFKL,,MultiNews_test6~!~1_parsed.txt~!~20,"Historian and author David Freeland <strong>told</strong> Silverman that the <strong>find</strong> "" would <strong>make</strong> it very likely the oldest building <strong>remaining</strong> in Manhattan . ""","If it is indeed the home of the legendary watering hole , the discovery could <strong>mean</strong> that the building that is perhaps Manhattan 's oldest is <strong>slated</strong> to <strong>demolished</strong> .","Historian and author David Freeland told Silverman that the find ""would make it very likely the oldest building remaining in Manhattan.""",,"""It was pretty incredible walking back in time 250 years.""",MultiNews_test6~!~1_parsed.txt~!~17,"If it is indeed the home of the legendary watering hole, the discovery could mean that the building that is perhaps Manhattan's oldest is slated to demolished.",,NEW YORK (CBSNewYork) - A preservationist says he has found evidence that a Manhattan building is the former site of an 18th-century tavern where George Washington is believed to have enjoyed a celebratory drink during the American Revolution.,,MultiNews_test6,doc-doc,,,gold-dev,MultiNews_test6~!~1_parsed.txt~!~17~!~MultiNews_test6~!~1_parsed.txt~!~20,{}
9RS,3XLBSAQ9Z4DEFJ9OT9TDKM0Z8PEZ7O,,MultiNews_test6~!~1_parsed.txt~!~20,"Historian and author David Freeland <strong>told</strong> Silverman that the <strong>find</strong> "" would <strong>make</strong> it very likely the oldest building <strong>remaining</strong> in Manhattan . ""","If it is indeed the home of the legendary watering hole , the discovery could <strong>mean</strong> that the building that is perhaps Manhattan 's oldest is <strong>slated</strong> to <strong>demolished</strong> .","Historian and author David Freeland told Silverman that the find ""would make it very likely the oldest building remaining in Manhattan.""",,"""It was pretty incredible walking back in time 250 years.""",MultiNews_test6~!~1_parsed.txt~!~17,"If it is indeed the home of the legendary watering hole, the discovery could mean that the building that is perhaps Manhattan's oldest is slated to demolished.",,NEW YORK (CBSNewYork) - A preservationist says he has found evidence that a Manhattan building is the former site of an 18th-century tavern where George Washington is believed to have enjoyed a celebratory drink during the American Revolution.,,MultiNews_test6,doc-doc,,,gold-dev,MultiNews_test6~!~1_parsed.txt~!~17~!~MultiNews_test6~!~1_parsed.txt~!~20,{}
ROG,37ZHEEHM6WNDUQ2V82Y4GLVKTQ673I,,val603~!~3.txt~!~18556,"She <strong>guided</strong> the Lady Vols to eight NCAA championships , 32 combined Southeastern Conference titles and <strong>became</strong> the winningest NCAA D-1 basketball coach of all time on March 22 , 2005 .","Summitt , who <strong>coached</strong> the Lady Volunteers for 38 years , <strong>won</strong> 1,098 games and is the leader in all - time wins by a Division I college basketball coach - men 's or women 's .","She guided the Lady Vols to eight NCAA championships, 32 combined Southeastern Conference titles and became the winningest NCAA D-1 basketball coach of all time on March 22, 2005.",,------------------,val603~!~2.txt~!~41345,"Summitt, who coached the Lady Volunteers for 38 years, won 1,098 games and is the leader in all-time wins by a Division I college basketball coach - men's or women's.",,------------------,,val603,doc-doc,,,silver-dev,val603~!~2.txt~!~41345~!~val603~!~3.txt~!~18556,"[{'sent1': [['val603~!~3.txt~!~18556~!~1~!~guided~!~11137', 'Who guided someone? - She', 'guided']], 'sent2': [['val603~!~2.txt~!~41345~!~3~!~coached~!~16066', 'Who coached someone? - Summitt', 'coached']]}, {'sent1': [['val603~!~3.txt~!~18556~!~1~!~guided~!~11138', 'Who did someone guide? - the Lady Vols', 'guided']], 'sent2': [['val603~!~2.txt~!~41345~!~3~!~coached~!~7934', 'Who did someone coach? - the Lady Volunteers', 'coached']]}]"
9RS,3JC6VJ2SABKYR7NXTOYH59VU8Y35A5,,val603~!~3.txt~!~18556,"She <strong>guided</strong> the Lady Vols to eight NCAA championships , 32 combined Southeastern Conference titles and <strong>became</strong> the winningest NCAA D-1 basketball coach of all time on March 22 , 2005 .","Summitt , who <strong>coached</strong> the Lady Volunteers for 38 years , <strong>won</strong> 1,098 games and is the leader in all - time wins by a Division I college basketball coach - men 's or women 's .","She guided the Lady Vols to eight NCAA championships, 32 combined Southeastern Conference titles and became the winningest NCAA D-1 basketball coach of all time on March 22, 2005.",,------------------,val603~!~2.txt~!~41345,"Summitt, who coached the Lady Volunteers for 38 years, won 1,098 games and is the leader in all-time wins by a Division I college basketball coach - men's or women's.",,------------------,,val603,doc-doc,,,silver-dev,val603~!~2.txt~!~41345~!~val603~!~3.txt~!~18556,"[{'sent1': [['val603~!~3.txt~!~18556~!~1~!~guided~!~11137', 'Who guided someone? - She', 'guided']], 'sent2': [['val603~!~2.txt~!~41345~!~3~!~coached~!~16066', 'Who coached someone? - Summitt', 'coached']]}, {'sent1': [['val603~!~3.txt~!~18556~!~1~!~guided~!~11138', 'Who did someone guide? - the Lady Vols', 'guided']], 'sent2': [['val603~!~2.txt~!~41345~!~3~!~coached~!~7934', 'Who did someone coach? - the Lady Volunteers', 'coached']]}]"
ROG,30ZX6P7VF8WHT37E5B9W01V1E76J2Q,,MultiNews_train5~!~3_parsed.txt~!~81,"Police <strong>said</strong> the 52-year - old victim <strong>posted</strong> an online ad "" <strong>requesting</strong> assistance with a medical issue "" .","The 52-year-old alleged victim <strong>attended</strong> the motel room after <strong>posting</strong> an advertisement online <strong>requesting</strong> assistance with a medical issue, police claim.","Police said the 52-year-old victim posted an online ad ""requesting assistance with a medical issue"".",,"Allan George Matthews, 56, admitted to ""removing tissue"" from the man ""without consent or authority"" at a motel in Port Macquarie, north of Sydney.",MultiNews_train5~!~1_parsed.txt~!~80,"The 52-year-old alleged victim attended the motel room after posting an advertisement online requesting assistance with a medical issue, police claim.",,"It is the crown's case that Matthews is not qualified or authorised to perform such a procedure, and is not a qualified or registered medical practitioner.",,MultiNews_train5,doc-doc,,,gold-dev,MultiNews_train5~!~1_parsed.txt~!~80~!~MultiNews_train5~!~3_parsed.txt~!~81,"[{'sent1': [['MultiNews_train5~!~3_parsed.txt~!~81~!~7~!~posted~!~16422', 'Who posted something? - the 52-year - old', 'posted']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~80~!~9~!~posting~!~3935', 'Who posted something? - The 52-year-old alleged victim', 'posting']]}, {'sent1': [['MultiNews_train5~!~3_parsed.txt~!~81~!~7~!~posted~!~8959', 'What did someone post? - ad', 'posted']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~80~!~9~!~posting~!~3936', 'What did someone post? - an advertisement', 'posting']]}, {'sent1': [['MultiNews_train5~!~3_parsed.txt~!~81~!~7~!~posted~!~8960', 'Where did someone post something? - online', 'posted']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~80~!~9~!~posting~!~3937', 'Where did someone post something? - online', 'posting']]}, {'sent1': [['MultiNews_train5~!~3_parsed.txt~!~81~!~7~!~posted~!~8961', 'Why did someone post something? - requesting assistance with a medical issue', 'posted']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~80~!~9~!~posting~!~3938', 'What was posted? - requesting assistance with a medical issue,', 'posting']]}, {'sent1': [['MultiNews_train5~!~3_parsed.txt~!~81~!~12~!~requesting~!~11704', 'Who requested something? - the 52-year - old victim', 'requesting']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~80~!~13~!~requesting~!~3941', 'Who requested something? - The 52-year-old alleged victim', 'requesting']]}, {'sent1': [['MultiNews_train5~!~3_parsed.txt~!~81~!~12~!~requesting~!~11705', 'What did someone request? - assistance with a medical issue', 'requesting']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~80~!~13~!~requesting~!~3942', 'What did someone request? - assistance with a medical issue,', 'requesting']]}]"
9RS,3ZWFC4W1UU8ISL231BXCMBBHXVORFZ,,MultiNews_train5~!~3_parsed.txt~!~81,"Police <strong>said</strong> the 52-year - old victim <strong>posted</strong> an online ad "" <strong>requesting</strong> assistance with a medical issue "" .","The 52-year-old alleged victim <strong>attended</strong> the motel room after <strong>posting</strong> an advertisement online <strong>requesting</strong> assistance with a medical issue, police claim.","Police said the 52-year-old victim posted an online ad ""requesting assistance with a medical issue"".",,"Allan George Matthews, 56, admitted to ""removing tissue"" from the man ""without consent or authority"" at a motel in Port Macquarie, north of Sydney.",MultiNews_train5~!~1_parsed.txt~!~80,"The 52-year-old alleged victim attended the motel room after posting an advertisement online requesting assistance with a medical issue, police claim.",,"It is the crown's case that Matthews is not qualified or authorised to perform such a procedure, and is not a qualified or registered medical practitioner.",,MultiNews_train5,doc-doc,,,gold-dev,MultiNews_train5~!~1_parsed.txt~!~80~!~MultiNews_train5~!~3_parsed.txt~!~81,"[{'sent1': [['MultiNews_train5~!~3_parsed.txt~!~81~!~12~!~requesting~!~11704', 'Who requested something? - the 52-year - old victim', 'requesting']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~80~!~13~!~requesting~!~3941', 'Who requested something? - The 52-year-old alleged victim', 'requesting']]}, {'sent1': [['MultiNews_train5~!~3_parsed.txt~!~81~!~12~!~requesting~!~11705', 'What did someone request? - assistance with a medical issue', 'requesting']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~80~!~13~!~requesting~!~3942', 'What did someone request? - assistance with a medical issue,', 'requesting']]}, {'sent1': [['MultiNews_train5~!~3_parsed.txt~!~81~!~7~!~posted~!~8959', 'What did someone post? - ad', 'posted']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~80~!~9~!~posting~!~3936', 'What did someone post? - an advertisement', 'posting']]}, {'sent1': [['MultiNews_train5~!~3_parsed.txt~!~81~!~7~!~posted~!~8960', 'Where did someone post something? - online', 'posted']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~80~!~9~!~posting~!~3937', 'Where did someone post something? - online', 'posting']]}, {'sent1': [['MultiNews_train5~!~3_parsed.txt~!~81~!~7~!~posted~!~8961', 'Why did someone post something? - requesting assistance with a medical issue', 'posted']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~80~!~9~!~posting~!~3938', 'What was posted? - requesting assistance with a medical issue,', 'posting']]}, {'sent1': [['MultiNews_train5~!~3_parsed.txt~!~81~!~7~!~posted~!~16421', 'Who posted something? - victim', 'posted'], ['MultiNews_train5~!~3_parsed.txt~!~81~!~7~!~posted~!~16422', 'Who posted something? - the 52-year - old', 'posted']], 'sent2': [['MultiNews_train5~!~1_parsed.txt~!~80~!~9~!~posting~!~3935', 'Who posted something? - The 52-year-old alleged victim', 'posting']]}]"
Z2O,3ATTHHXXWAPMZ8Q5BI9PEQAXE2ZIX7,,MultiNews_test24~!~test24_parsed~!~93,"The epicenter for the new gold rush could be the Oroville Dam , which nearly catastrophically <strong>flooded</strong> this winter and <strong>required</strong> the use of an emergency spillway for the first time .","Thomas <strong>said</strong> one hot spot this year will be below the Oroville Dam , because the huge water releases from the spillway could <strong>reveal</strong> some new pockets of gold .","The epicenter for the new gold rush could be the Oroville Dam, which nearly catastrophically flooded this winter and required the use of an emergency spillway for the first time.",,"""I'm going to have a ball,"" one prospector tells the Chico newspaper.",MultiNews_test24~!~2_parsed.txt~!~94,"Thomas said one hot spot this year will be below the Oroville Dam, because the huge water releases from the spillway could reveal some new pockets of gold.",,"But not as hard this year, now that Mother Nature has shaken up the motherlode.",,MultiNews_test24,sum-doc,,,gold-test,MultiNews_test24~!~2_parsed.txt~!~94~!~MultiNews_test24~!~test24_parsed~!~93,{}
9RS,3FE2ERCCZX9RMLZHNMCD4AKGOFZOP0,,MultiNews_test24~!~test24_parsed~!~93,"The epicenter for the new gold rush could be the Oroville Dam , which nearly catastrophically <strong>flooded</strong> this winter and <strong>required</strong> the use of an emergency spillway for the first time .","Thomas <strong>said</strong> one hot spot this year will be below the Oroville Dam , because the huge water releases from the spillway could <strong>reveal</strong> some new pockets of gold .","The epicenter for the new gold rush could be the Oroville Dam, which nearly catastrophically flooded this winter and required the use of an emergency spillway for the first time.",,"""I'm going to have a ball,"" one prospector tells the Chico newspaper.",MultiNews_test24~!~2_parsed.txt~!~94,"Thomas said one hot spot this year will be below the Oroville Dam, because the huge water releases from the spillway could reveal some new pockets of gold.",,"But not as hard this year, now that Mother Nature has shaken up the motherlode.",,MultiNews_test24,sum-doc,,,gold-test,MultiNews_test24~!~2_parsed.txt~!~94~!~MultiNews_test24~!~test24_parsed~!~93,{}
9RS,3MH9DQ757WDGMDQFGPYZ97YD56SGUL,,val1230~!~val1230.txt~!~9627,"As for West , he only recently <strong>ended</strong> probation <strong>tied</strong> to shots he <strong>fired</strong> at police in 2001 .","After Moynihan was <strong>shot</strong> , West <strong>started</strong> to <strong>run</strong> , <strong>turned</strong> around , and <strong>fired</strong> at officers , <strong>emptying</strong> his revolver , Evans <strong>said</strong> .","As for West, he only recently ended probation tied to shots he fired at police in 2001.",,CNN reports his girlfriend and family are by his side.,val1230~!~1.txt~!~22966,"After Moynihan was shot, West started to run, turned around, and fired at officers, emptying his revolver, Evans said.",,"""You just clearly see the driver come out of that driver's side and his hand's going up as he comes out,"" Evans said.",,val1230,sum-doc,,,silver-dev,val1230~!~1.txt~!~22966~!~val1230~!~val1230.txt~!~9627,"[{'sent1': [['val1230~!~val1230.txt~!~9627~!~13~!~fired~!~12444', 'When did someone fire something? - 2001', 'fired']], 'sent2': [['val1230~!~1.txt~!~22966~!~14~!~fired~!~9322', 'When did someone fire at someone? - After Moynihan was shot', 'fired']]}, {'sent1': [['val1230~!~val1230.txt~!~9627~!~13~!~fired~!~12445', 'Who did someone fire something at? - police', 'fired']], 'sent2': [['val1230~!~1.txt~!~22966~!~14~!~fired~!~9323', 'Who did someone fire at? - officers', 'fired']]}, {'sent1': [['val1230~!~val1230.txt~!~9627~!~13~!~fired~!~17569', 'Who fired something? - West', 'fired']], 'sent2': [['val1230~!~1.txt~!~22966~!~14~!~fired~!~9321', 'Who fired at someone? - West', 'fired']]}]"
JZO,3U5JL4WY5KASR1RQQT7LKP0E9MKX4X,,val1230~!~val1230.txt~!~9627,"As for West , he only recently <strong>ended</strong> probation <strong>tied</strong> to shots he <strong>fired</strong> at police in 2001 .","After Moynihan was <strong>shot</strong> , West <strong>started</strong> to <strong>run</strong> , <strong>turned</strong> around , and <strong>fired</strong> at officers , <strong>emptying</strong> his revolver , Evans <strong>said</strong> .","As for West, he only recently ended probation tied to shots he fired at police in 2001.",,CNN reports his girlfriend and family are by his side.,val1230~!~1.txt~!~22966,"After Moynihan was shot, West started to run, turned around, and fired at officers, emptying his revolver, Evans said.",,"""You just clearly see the driver come out of that driver's side and his hand's going up as he comes out,"" Evans said.",,val1230,sum-doc,,,silver-dev,val1230~!~1.txt~!~22966~!~val1230~!~val1230.txt~!~9627,"[{'sent1': [['val1230~!~val1230.txt~!~9627~!~13~!~fired~!~17569', 'Who fired something? - West', 'fired']], 'sent2': [['val1230~!~1.txt~!~22966~!~14~!~fired~!~9321', 'Who fired at someone? - West', 'fired']]}, {'sent1': [['val1230~!~val1230.txt~!~9627~!~13~!~fired~!~12445', 'Who did someone fire something at? - police', 'fired']], 'sent2': [['val1230~!~1.txt~!~22966~!~14~!~fired~!~9323', 'Who did someone fire at? - officers', 'fired']]}, {'sent1': [['val1230~!~val1230.txt~!~9627~!~13~!~fired~!~12444', 'When did someone fire something? - 2001', 'fired']], 'sent2': [['val1230~!~1.txt~!~22966~!~14~!~fired~!~9322', 'When did someone fire at someone? - After Moynihan was shot', 'fired']]}]"
ROG,32M8BPYGATNBDMVFM89LQ4A2BFWGIC,,MultiNews_val10~!~val10_parsed~!~59,"A 71-year - old lawyer is <strong>suing</strong> United Airlines for more than $ 1 million after an employee <strong>knocked</strong> him down during an argument two years ago , the Southeast Texas Record reports .","Now Tigner is <strong>suing</strong> United Airlines , Alejandro Anastasia -- the man who <strong>pushed</strong> him -- and another United employee for negligence .","A 71-year-old lawyer is suing United Airlines for more than $1 million after an employee knocked him down during an argument two years ago, the Southeast Texas Record reports.",,------------------,MultiNews_val10~!~3_parsed.txt~!~62,"Now Tigner is suing United Airlines, Alejandro Anastasia -- the man who pushed him -- and another United employee for negligence.",,"""It's outrageous.""",,MultiNews_val10,sum-doc,,,gold-test,MultiNews_val10~!~3_parsed.txt~!~62~!~MultiNews_val10~!~val10_parsed~!~59,"[{'sent1': [['MultiNews_val10~!~val10_parsed~!~59~!~18~!~knocked~!~10870', 'Who knocked someone down? - an employee', 'knocked']], 'sent2': [['MultiNews_val10~!~3_parsed.txt~!~62~!~13~!~pushed~!~11492', 'Who pushed someone? - Alejandro Anastasia', 'pushed']]}, {'sent1': [['MultiNews_val10~!~val10_parsed~!~59~!~18~!~knocked~!~17057', 'Who did someone knock down? - A 71-year - old lawyer', 'knocked']], 'sent2': [['MultiNews_val10~!~3_parsed.txt~!~62~!~13~!~pushed~!~11493', 'Who did someone push? - Tigner', 'pushed']]}, {'sent1': [['MultiNews_val10~!~val10_parsed~!~59~!~6~!~suing~!~11622', 'Who is suing someone? - A 71-year - old lawyer', 'suing']], 'sent2': [['MultiNews_val10~!~3_parsed.txt~!~62~!~3~!~suing~!~8157', 'Who is suing someone? - Tigner', 'suing']]}, {'sent1': [['MultiNews_val10~!~val10_parsed~!~59~!~6~!~suing~!~11623', 'Who is someone suing? - United Airlines', 'suing']], 'sent2': [['MultiNews_val10~!~3_parsed.txt~!~62~!~3~!~suing~!~16122', 'Who is someone suing? - United Airlines', 'suing']]}]"
9RS,3H8DHMCCW9CZ7XBCKLTPXZMIQRMKDY,,MultiNews_val10~!~val10_parsed~!~59,"A 71-year - old lawyer is <strong>suing</strong> United Airlines for more than $ 1 million after an employee <strong>knocked</strong> him down during an argument two years ago , the Southeast Texas Record reports .","Now Tigner is <strong>suing</strong> United Airlines , Alejandro Anastasia -- the man who <strong>pushed</strong> him -- and another United employee for negligence .","A 71-year-old lawyer is suing United Airlines for more than $1 million after an employee knocked him down during an argument two years ago, the Southeast Texas Record reports.",,------------------,MultiNews_val10~!~3_parsed.txt~!~62,"Now Tigner is suing United Airlines, Alejandro Anastasia -- the man who pushed him -- and another United employee for negligence.",,"""It's outrageous.""",,MultiNews_val10,sum-doc,,,gold-test,MultiNews_val10~!~3_parsed.txt~!~62~!~MultiNews_val10~!~val10_parsed~!~59,"[{'sent1': [['MultiNews_val10~!~val10_parsed~!~59~!~18~!~knocked~!~10870', 'Who knocked someone down? - an employee', 'knocked']], 'sent2': [['MultiNews_val10~!~3_parsed.txt~!~62~!~13~!~pushed~!~11492', 'Who pushed someone? - Alejandro Anastasia', 'pushed']]}, {'sent1': [['MultiNews_val10~!~val10_parsed~!~59~!~18~!~knocked~!~17057', 'Who did someone knock down? - A 71-year - old lawyer', 'knocked']], 'sent2': [['MultiNews_val10~!~3_parsed.txt~!~62~!~13~!~pushed~!~11493', 'Who did someone push? - Tigner', 'pushed']]}, {'sent1': [['MultiNews_val10~!~val10_parsed~!~59~!~6~!~suing~!~11622', 'Who is suing someone? - A 71-year - old lawyer', 'suing']], 'sent2': [['MultiNews_val10~!~3_parsed.txt~!~62~!~3~!~suing~!~8157', 'Who is suing someone? - Tigner', 'suing']]}, {'sent1': [['MultiNews_val10~!~val10_parsed~!~59~!~6~!~suing~!~11623', 'Who is someone suing? - United Airlines', 'suing']], 'sent2': [['MultiNews_val10~!~3_parsed.txt~!~62~!~3~!~suing~!~16122', 'Who is someone suing? - United Airlines', 'suing']]}, {'sent1': [['MultiNews_val10~!~val10_parsed~!~59~!~6~!~suing~!~11625', 'Why is someone suing someone? - after an employee knocked him down during an argument two years ago', 'suing']], 'sent2': [['MultiNews_val10~!~3_parsed.txt~!~62~!~3~!~suing~!~8158', 'Why is someone suing someone? - negligence', 'suing']]}]"
